527,"Tetranatrium difosfat (Tetrasodium diphosphate)",
528,"Tetranatrium difosfat (Tetrasodium diphosphate)",
529,"Titanium dioksida CI. No. 77891 (Titanium dioxide)",
530,"Tokoferol campuran pekat (Mixed tocopherol concentrate)",
531,"Triasetin (Triacetin)",
532,"Trietil sitrat (Triethyl citrate)",
533,"Trietil sitrat (Triethyl citrate)",Pembawa
534,"Trikalium fosfat (Tripotassium orthophosphate)",
535,"Trikalium fosfat (Tripotassium orthophosphate)",
536,"Trikalium fosfat (Tripotassium orthophosphate)",
537,"Trikalium sitrat (Tripotassium citrate)",
538,"Trikalium sitrat (Tripotassium citrate)",
539,"Trikalium sitrat (Tripotassium citrate)",
540,"Trikalium sitrat (Tripotassium citrate)",
541,"Trikalsium fosfat (Tricalcium orthophosphate) ",
542,"Trikalsium fosfat (Tricalcium orthophosphate)",
543,"Trikalsium sitrat (Tricalcium citrate)",
544,"Trikalsium sitrat (Tricalcium citrate)",
545,"Trikalsium sitrat (Tricalcium citrate)",
546,"Trinatrium difosfat (Trisodium diphosphate)",
547,"Trinatrium difosfat (Trisodium diphosphate)",
548,"Trinatrium fosfat (Trisodium orthophosphate)",
549,"Trinatrium fosfat (Trisodium orthophosphate)",
550,"Trinatrium fosfat (Trisodium orthophosphate)",
551,"Trinatrium sitrat (Trisodium citrate)",
552,"Trinatrium sitrat (Trisodium citrate)",
553,"Trinatrium sitrat (Trisodium citrate)",
554,"Trinatrium sitrat (Trisodium citrate)",
555,"Xylanase dari Aspergillus niger","Perlakuan Tepung"
556,"Xylanase dari Aspergillus niger",
